entity,predict,output
POI,"dinas keseh kabupaten bek, raya","dinas keseh kabupaten bek, raya "
POI,"ter, no 87 dok bers muti","ter, no 87 dok bers muti ib"
POI,"sd neg 03 tompok, sukodono","sd neg 03 tompok, sukodo"
POI,fotokopi wijaya,fotokopi wijaya
POI,rini kurn,"rini kurn, le"
POI,toko tatang,toko tatang
POI,bakery cant,"bakery cant, me"
POI,sd neg 20 seji lamau,sd neg 20 seji lamau sunga
POI,hanajati furniture,hanajati furniture
POI,toko kelon,toko kelon kh 
POI,smpn 13 dumoga dan sdn tumokang baru,smpn 13
POI,san cefila residance,san cefila residance
POI,andika putra silangit,andika putra silangit
POI,"bantarsoka pasar pon los o, jl",bantarsoka pasa
POI,cluster mutiara,cluster mutiara
POI,"bakso & mie ayam gemb, mawar","bakso & mie ayam gemb, m"
POI,bask raya 38 cv,bask raya 38 cv ung jay
POI,kencana garden,kencana garden
POI,i gusti ngu rai mie,i gusti ngu ra
POI,peneli dan pengembangan perta ranu,peneli dan pengembangan perta ranu gr
POI,"kel rijali jan express, cen,",kel rijali jan
POI,ud. ahmad,ud. ahmad
POI,spbu eceran,spbu eceran
POI,international airport integrated area,international airport integrated area
POI,apotek kimia farma,apotek kimia farma
POI,j&t expr,"j&t expr, r"
POI,toko bahan bang,"toko bahan bang, h."
POI,toko sanjaya,toko sanjaya
POI,asrama brimob,asrama brim
POI,kos putri nelda,kos putri nelda
POI,btn kolam,btn kolam
POI,ud suka,"ud suka, ba"
POI,komplek polri cipinang atas,komplek polri cipinang atas
POI,warkop mbok ti,warkop mbok ti
POI,"rgr laun, situ","rgr laun, s"
POI,toko melia,toko melia
POI,jauwhannes traco pt,jauwhannes traco pt
POI,kedai merakyat,samping sdn 01
POI,sentul city,sentul city
POI,sd neg 44 leoran enrekang,sd neg 44 leoran en
POI,taman internet wijaya kusuma,taman internet wijaya kusuma
POI,masjid as syu,masjid as syu ra
POI,lesehan mas robby,lesehan mas robby
POI,sekar larasati,sekar larasati
POI,konveksi cim,"konveksi cim, j"
POI,komplek bank mandiri,komplek bank mandiri
POI,"sd neg 08 banyu, w.","sd neg 08 banyu, w. r."
POI,surya toserba,surya toserba
POI,madrasah diniyah mift mubtadien,madrasah diniyah mift mubtadien ray
POI,dzafia food cor,dzafia food cor ga
POI,ratih salon dan rias penga haji,ratih salon dan rias penga haj
POI,paud al-bar,paud al-bar tan
POI,"ben mer, 48 pil","ben mer, 48 pil ke"
POI,atm bank sumselbabel,atm bank sumselbabel
POI,"toko baju tita collec,","toko baju tita collec, lu"
POI,toko plastik kurnia,toko plastik kurnia
POI,gerai sam dadap city,"gerai sam dadap city, r"
POI,ngantru badan kepegawaian,ngantru badan kep
POI,bal iii kel.,bal iii kel. ba
POI,depag selatpa,"depag selatpa, bat"
POI,kamal bisnis center,bisnis center
POI,rumah makan sukam,rumah makan sukam ray
POI,komplek borneo lestari,komplek borneo lestari
POI,pasar ngancar,pasar ngancar
POI,servis elektronik,servis elektronik
POI,"idp prop, ruko","idp prop, ru"
POI,pusat baja ringan,pusat baja ringan
POI,"kli alfata h edi juna, palm","kli alfata h edi juna, palm"
POI,"gun agung, no 98",roti bakar aisyah
POI,roti bakar aisyah,roti bakar aisyah
POI,asrma uksw,asrma uksw unit
POI,mart manis rembulan,"mart manis rembulan, ar"
POI,smp kris nirmala,"smp kris nirmala jopu, wo"
POI,mentari foodcourt,mentari foodcourt
POI,l.stasiun rancaekek,l.stasiun rancaek
POI,sutini,sutini
POI,"sutan syah, 248","sutan syah, 248 toko "
POI,kompleks chrysant,kompleks chrysant
POI,emang,emang
POI,"raya setu ban geb, no 20",pasar bantar gebang
POI,bri spbu kertijayan,bri spbu kertijayan
POI,pt. muda jaya suk nyi,pt. muda jaya suk ny
POI,omah kun laundry,"omah kun laundry, m"
POI,dusun karangwuni,dusun karangwuni
POI,"cv bina citra lest, green","cv bina citra lest, g"
POI,abulya no d 10,abulya no
POI,"kli sha med, kh","kli sha med, kh agus"
POI,roa malaka sendro jaya agency,sendro jaya agency
POI,warung ibu anis,warung ibu anis
POI,revolusi a,jl pahlawan revolusi 
POI,toko amplang mia lestari,toko amplang mia lestari
POI,taman kanak-kanak al-qur'an (tkq) huda linas,taman kanak-kanak al-qur'an (tkq) huda linas
POI,"hurel collec supri,",hurel collec sup
POI,"kyai amir, no 57",ank tailor
POI,ank tailor,ank tailor
POI,delta silikon 5,delta silikon 5
POI,si monthong durian ice,si monthong durian ice
POI,war makan 3r raya,war makan 3r ra
POI,jembatan karang semut,jembatan karang semut
POI,"kamar dagang dan indu indon kabup maros, butta","kamar dagang dan indu indon kabup maros, butta towa"
POI,"dolphindo busi software solu, artha","dolphindo busi software solu, artha "
POI,block f,block f
POI,ranthy cell,ranthy cell
POI,kawasan industri mm2100,pt.emsonic indonesia ka
POI,terapi bekam akh,"terapi bekam akh, r"
POI,mie ayam pak suparno,mie ayam pak suparno
POI,pasar rumput,pasar rumput
POI,ajep,"ajep,"
POI,toko burung sandi,toko burung sandi
POI,maju cell,maju cell
POI,"cemer prat meganusa pt, pang","cemer prat meganusa pt, pang "
POI,bonesompe outlet net com,bonesompe outl
POI,masjid,masjid
POI,tantra galeri,tantra galeri
POI,ocbc nisp,ocbc nisp
POI,smp negeri 2 panongan,smp negeri 2 panongan
POI,toko wisnu,toko wisnu
POI,jembatan kali pemali,jembatan kali pemali
POI,"pang sudi, ruang praktik spesi paru dok lydia ari sp","pang sudi, ruang praktik spesi paru dok lydia ari sp "
POI,toko besi dan bang kita jaya,"toko besi dan bang kita jaya, li"
POI,dapur tita rasa,dapur tita rasa
POI,"aster hotel & restau, simp","aster hotel & restau, si"
POI,taman kota mas,taman kota mas
POI,burger bomb,burger bomb
POI,bang aji arabian kebab,bang aji arabian kebab
POI,ale's rey 135cc ol-shop,ale's rey 135cc ol-shop
POI,commonw bank,commonw bank raya
POI,bidan aan hera,"bidan aan hera, ra"
POI,kp.pasir muncang,kp.pasir munc
POI,expres,"expres, ni"
POI,sri handayani,sri handayani
POI,perumahan bumi cipta laras,perumahan bumi cipta laras
POI,ziandra laundry,"ziandra laundry kil, k"
POI,asrama mahasiswa its,asrama mahasiswa its
POI,"war silah, no 61 toko sep","war silah, no 61 toko sep arvi"
POI,hudi,hudi prasmono
POI,pagar dewa kel.,pagar dewa kel.
POI,stasiun serang,stasiun serang
POI,smas dipone 2 jakarta,"smas dipone 2 jakarta, ka"
POI,paud nurul hilm,"paud nurul hilm, ha"
POI,"pt buana bak, jend","pt buana bak, j"
POI,haya- kel.,"haya- kel., ha"
POI,kompleks chrysant,kompleks chrysant
POI,pt. takagi sari,pt. takagi sari
POI,ridho ilahi,karang agung ilir
POI,tanjuang pangka pt gresindo minang platation,tanjuang pangka
POI,tb mulia jaya,tb mulia jaya
POI,gro kaos kaki ibu ali,"gro kaos kaki ibu ali, pema"
POI,komplek green duta,komplek green duta
POI,"cah mas, m.","cah mas, m"
POI,"mayj sut, 63 pon tahfidh yanbu'ul qur'an anak","mayj sut, 63 pon tahfidh yanbu'ul qur'an anak "
POI,masjid cio,masjid cio ra
POI,sepun bali,sepun bali
POI,jembatan muara kidul,jembatan muara kidul
POI,wr wak man,wr wak man
POI,photo niko,photo niko jen
POI,mustika hegar regency,mustika hegar regency
POI,desa sangkanayu,desa sangkana
POI,pesantren sukalillah,pesantren sukalillah
POI,iis mir,"iis mir, r"
POI,alskndrdhl,"alskndrdhl, marda"
POI,bandar udara,bandar udara kantor maf (mission aviation
POI,"r d l pon, sutan","r d l pon, s"
POI,atm bank bri,atm bank bri
POI,tiki,tiki
POI,perum de',"perum de',"
POI,vera t & reno s,vera t & reno s
POI,want electrical engineerig,"want electrical engineerig, t"
POI,cluster carissa,cluster carissa
POI,perumahan permata,perumahan permata
POI,manyaran hea pc solution abdul,manyaran hea pc so
POI,kantor pos,kantor pos
POI,"raya bogor, no 29","raya bogor, no 29 bacru isn"
POI,"koni ( gel sat purwok ), dr.","koni ( gel sat purwok ), dr. suha"
POI,raya pasar baru,raya pa
POI,edytex jaya,pertenunan edytex jaya
POI,raya nena no 9,raya nena no 9 warun
POI,"pem, no 159 jaya","pem, no 159 jaya"
POI,pusat service hp,pusat service hp
POI,lebak jero,lebak jero
POI,ayam geprek jerit elf dan tahu sume,agje ayam geprek jerit elf dan tahu sume mar
POI,"dok feli andriani, cire","dok feli andriani, cire"
POI,aek nab kota pin,aek nab kota
POI,kb suara hati,kb suara hati
POI,titin,titin
POI,"ari sil, ir","ari sil, i"
POI,"illy caffe indon, tanj","illy caffe indon, ta"
POI,rm alichaniago,rm alichaniago
POI,ud putra jaya,ud putra jaya
POI,nma laun rawa,nma laun rawa 
POI,perumahan grama taman boule,perumahan grama taman boule g
POI,tk al-was,tk al-was pang
POI,wisata pantai tiram,pantai tiram
POI,mas misbahul munir,"mas misbahul munir, t"
POI,cluster tria adara residence 9,cluster tria adara residence 9
POI,set,"set, g"
POI,kawasan darmawan park,kawasan darmawan park
POI,denai lama sd neg,denai lama sd neg 105 laut 
POI,warung kiara,warung kiara
POI,mari,"mari, s"
POI,mama utara,mama utara
POI,afphotography,afphotography
POI,jaya imperial park,jaya imperial park
POI,"tk al hik dar,",tk al hik da
POI,new classic salon,new classic salon
POI,masale los,masale los 
POI,samu kodak film,samu kodak film s
POI,kuta jaya dapur,kuta jaya 
POI,saefu,saefu
POI,tk kb islam,tk kb islam gunung jati
POI,stasiun tigaraksa,stasiun tigaraksa
POI,twe second,"twe second kamp ingg,"
POI,tunas tenda,tunas tenda
POI,komplek puri citra,komplek puri citra
POI,puri lara residence,"salak barat vii, no a 1"
POI,clsa indonesia. pt,clsa indonesia. pt
POI,bicycle shop maxibikes,bicycle shop maxibikes
POI,wis bakti sembada pt,wis bakti sembada pt te
POI,ltc glodok,"ltc glodok, lt. gf1"
POI,agen xamt plus,"agen xamt plus, af"
POI,lumbung garud,"lumbung garud, ke"
POI,rm nasi uduk & sea food ojolali,tengkerang barat rm nasi uduk &
POI,zid,zid decora
POI,kp. tanah ungkuk,kp. tanah ungkuk
POI,tamalanrea jaya,tamalanrea jaya jl. peri kemer
POI,rest area dobo rumah makan,rest area dobo
POI,bone kri,bone kri ka
POI,komplek polri cipinang atas,komplek polri cipinang atas
POI,cluster pelangi residence,cluster pelangi residence
POI,toko bangunan,toko bangunan sal
POI,pool primajasa,pool primajasa
POI,jambon,"jambon, t"
POI,sd neg sumber 1 klego,sd neg sumber 1 klego
POI,toko buah mar,"toko buah mar, r"
POI,ud uus motor,ud uus motor
POI,pare tpa an,pare tpa an
POI,daus ud,daus ud
POI,"art quest advert, danau","art quest advert, dan"
POI,kantor notaris ridwan zainudin,"kantor notaris ridwan zainudin, m. sh"
POI,"ben sawah gang 1,",ben sawah ga
POI,"merp sakti,",merp sakti
POI,taman tanjung bersinar park,tanjung bersinar park
POI,foto copy mitra,foto copy mitra
POI,erfina kencana regency,erfina kencana regency
POI,"sd neg 3 idi, kampung","sd neg 3 idi, k"
POI,bakso soto dewa,raya klam bakso soto
POI,"beng motor, bon","beng motor, b"
POI,cahaya mas,cahaya mas
POI,java citayam residence,java citayam residence
POI,hanifah,hanifah
POI,"toko cah mustika, raya","toko cah mustika, r"
POI,kios kridomulyo,kios kridomulyo
POI,rm sambalado,rm sambalado
POI,bon bon,bon bon
POI,"tomp, no tr3 27","tomp, no tr3 27 f"
POI,toko kelon,"toko kelon, ra"
POI,bata press h.u,bata press h.u
POI,pt cipta graha,pt cipta graha
POI,sur 110 toko dian karunia,sur 110 toko dian
POI,"pesan al mas', candi","pesan al mas', candi"
POI,camara kids and baby stuff,"camara kids and baby stuff, pa"
POI,"5 raya, no i5 32","5 raya, no i5 32 ayam ge"
POI,puri jasmine residence,puri jasmine residence
POI,wahana expr,wahana expr ba
POI,kra timur no 26,kra timur no 26 rumah ma
POI,ruko metl tam sul,ruko metl tam sul h
POI,masjid agung,masjid agung
POI,hotel mela 77,hotel mela 77
POI,ud mekar jaya,ud mekar jaya
POI,kios rama,kios rama
POI,ciptanadi. ud,ciptanadi. ud
POI,adi sur cv,"adi sur cv, k"
POI,jembatan cinangka,jembatan cinangka
POI,perumahan puri taman sari,perumahan puri taman sari
POI,"pen pak jo, raya","pen pak jo, r"
POI,"era teknik perk cv, simom","era teknik perk cv, si"
POI,ni kadek suti,ni kadek suti ga
POI,desa manai blau,desa manai blau
POI,nasi pecel mbak ayu,nasi pecel mbak ayu
POI,"truno, no 120 pegad upc","truno, no 120 pegad"
POI,halte busway,halte busway 
POI,"war mie ayam pak mar, blendung","war mie ayam pak mar, blen"
POI,komplek polri cipinang atas,komplek polri cipinang atas
POI,"lippo plz 9 potato, rw",lippo 
POI,bi dan ibu wendi,bi dan ibu wendi
POI,bpr tanj tani,bpr tanj tani ng
POI,apong cell,apong cell
POI,trans surabaya,"trans surabaya, le"
POI,dusun kedung gede,jembatan cipunagara
POI,nugr motor,"nugr motor, p"
POI,"jend ahmad yani, a5 5 archite","jend ahmad yani, a5 5 archite and"
POI,dewi sart,dewi sar
POI,mutiara regency,mutiara regency
POI,kpad pindad selatan,kpad pindad selatan
POI,cloth jaya,oriri cloth
POI,toko hal,toko hal se
POI,mega lestari residence,mega lestari residence
POI,curug luhur,curug luhur
POI,"col cof dan resto, bek","col cof dan resto, bek "
POI,perum griya abadi,perum griya abadi
POI,raya selaka,raya selak
POI,vi cell,vi cell
POI,nasi kun tati,"nasi kun tati, p"
POI,bakso dan mie ayam kemsar cha,bakso dan mie ayam kemsar
POI,tugu rambutan,tugu rambutan
POI,mutia minimarket,mutia minimarket
POI,toko rizky,toko rizky
POI,girian indah ger gmim,girian indah ger gmim 
POI,"ploso ix, no","ploso ix, no 11 rumah "
POI,citilink,citilink
POI,sariw dalam no 1,hj. eti
POI,bidan novi,"bidan novi kri h,"
POI,perumahan bayur sarana indah,perumahan bayur sarana indah
POI,perum maya persada,perum maya persada
POI,toko fajar jaya,toko fajar jaya
POI,lanud atang sendjaja,lanud atang sendjaja
POI,grand gal city central park 3 no 51 icl family,grand gal city c
POI,brig hm,brig hm bahr bpbd kabup
POI,sdn tong tidore selatan,sdn tong tid
POI,alfa express,"alfa express sul hasanu airport,"
POI,raimah,raimah
POI,desa kartamulia,lubuk batang
POI,"raya jatiwaringin, 11",raya jatiwar
POI,smp neg 6 pole poros maj,smp neg 6 pole poros 
POI,sd negeri 3,"ambaw, sd negeri 3 pan hamba barat"
POI,graha mustika media,"jl.gandaria raya,gr"
POI,tanah tinggi,jend sudi 20 tanah tingg
POI,"ger masehi adv hari ketujuh jemaat kao, trans","ger masehi adv hari ketujuh jemaat kao, tran"
POI,eka jaya ban,eka jaya ban
POI,perumahan pondok jag,jovins
POI,perumahan taman setiabudi,perumahan taman setiabudi
POI,karang agung ilir,sepeed ridho il
POI,akar daya,akar daya
POI,rumah pijat shiatsu,rumah pijat shiatsu
POI,"dip, no","dip, no "
POI,kantor desa ranah,kantor desa ranah
POI,"fede interna finance pt, bogor","fede interna finance pt, bogor t"
POI,"man dua raya, d",dina abadi toko
POI,dina abadi toko,dina abadi toko
POI,gedong sari homestay,gedong sari homestay
POI,"puskesmas kota jan, desa","puskesmas kota jan, d"
POI,lalapan satu rasa,lalapan satu rasa
POI,pondok karya agung,pondok karya agung
POI,cahaya ter joglo,cahaya ter jo
POI,kios siti zulaekah,kios siti zulaekah
POI,posyandu strawb,"posyandu strawb, ta"
POI,"pt dian cipta perk, kalima","pt dian cipta perk, k"
POI,drg. lieny susa,"drg. lieny susa, m"
POI,toko sum mulyo haji,toko sum mulyo ha
POI,kp kebon kopi,kp kebon kopi
POI,"clus catt, citra","clus catt, citra"
POI,syau hijab,syau hijab
POI,saung h.yusuf,saung h.yusuf
POI,janur kuning residence,janur kuning residence
POI,taman kerato,taman kerato
POI,kompleks pertanian skyline,kompleks pertanian skyline
POI,fotokopi marga puri,fotokopi
POI,taman permata buana,taman permata buana
POI,toko lampu was,toko lampu was je
POI,stasiun ngadiluwih,stasiun ngadiluwih
POI,cirebon gir kel.,cirebon girang cire
POI,ist mode,"ist mode, t"
POI,ma al-falaah,"ma al-falaah lekis rejo batum iii, je"
POI,nota flora elisabeth sh. m. kn,"nota flora elisabeth sh. m. kn, n"
POI,putra ban c 74,defa laundry
POI,defa laundry,defa laundry
POI,st. petrus & pau,"st. petrus & pau, m"
POI,sulimah,sulimah
POI,toko tasik,toko tasik
POI,bank mayapada,bank mayapada
POI,asr darul abidin,"asr darul abidin nw, s"
POI,cafe 57,cafe 57
POI,mie ayam,mie ayam
POI,bakso & mie ayam,bakso & mie ayam
POI,green bay,green bay
POI,perum bumi gemilang,perum bumi gemilang
POI,segara bayu,segara bayu
POI,"dinas perpust dan kears jem, mad 35","dinas perpust dan kears jem, mad 35 sum"
POI,dip,dip 
POI,"p man chic and bur, kh","p man chic and bur, kh a"
POI,kp. lembur sawah,kp. lembur sawah
POI,"r3i cate, ling","r3i cate, li"
POI,damai rumah makan - maros,damai rumah makan - maros
POI,komp surapati core,pasirlayung komp sura
POI,dhiya,"dhiya, ta"
POI,pang ram purn nyi ageng ser,pang ram purn nyi agen
POI,warung ikan bakar bg din,warung ikan bakar bg din
POI,citra bali,citra bali
POI,prak dr ayl sanj m.,"prak dr ayl sanj m. kes. spa, blim in"
POI,pt koyama indonesia,pt koyama indonesia
POI,toko jua,"toko jua, r"
POI,toko pb artam,"toko pb artam, ka"
POI,perum cijerah,perum cijerah
POI,toko kelon,toko kelon has
POI,"steve mad gi-de05, m.","steve mad gi-de05, m"
POI,jembatan pahlawan,jembatan pahlawan
POI,masjid arra pagung,masjid arra pagung bon
POI,maes cell,maes cell ky
POI,"kaliw, river","kaliw, riv"
POI,gumaya tower hotel,gumaya tower hotel
POI,pkbm setia kawan,pkbm setia kawan
POI,sum asri sunan tour and travel,sum asri sunan tour a
POI,"kumon indon, ash,","kumon indon, as"
POI,singaper pasir,"singaper pasir, pu"
POI,foto nefo,foto nefo
POI,ziba,ziba man
POI,mengwi priyamada,mengwi priyama
POI,rumah susun,rumah susun
POI,komplek pptm,komplek pptm
POI,ace asw,"ace asw, k"
POI,bali,"bali pon,"
POI,taman pendidikan al qur'an syamsul fata,taman pendidikan al qur'an syamsul fata
POI,"seko dasar (sd) bina ins, kh","seko dasar (sd) bina ins, kh s"
POI,bung karno,bung karno 
POI,masjid bai taqwa gogod timur,"masjid bai taqwa gogod timur, jend "
POI,citra alam riverside,citra alam riverside
POI,generasi knalpot banjarmasin 1,generasi knalpot banjarmasin 1
POI,pondok pesantren modern man ana,pondok pesantren modern man ana
POI,lapangan oval town,"lapangan oval town, se"
POI,pondok semangat,pondok semangat
POI,texas net,texas net
POI,hos boboho,"hos boboho, j"
POI,tk-sd yayasan amal,"tk-sd yayasan amal kelu, cigugu"
POI,mudma,"mudma, je"
POI,toko alumu,toko alumu gat
POI,es cam,es cam
POI,warung pop ice mbak yani,warung pop ice mbak yani
POI,jur 1 pasteur pasar,jur 1 pasteur p
POI,otis uni technologies,"otis uni technologies, v"
POI,mts sabi muttaqin,"mts sabi muttaqin,"
POI,alfa sisingama,alfa sis
POI,sate mara agung - mba yul,"sate mara agung - mba yul, re"
POI,five one,five one
POI,eddy salon,eddy salon
POI,sd negeri 01 saibi samukop,sd negeri 01 saibi samukop
POI,kafe kwetiau kara gun,kafe kwetiau kara
POI,central park,central park
POI,taman chrysant,taman chrysant
POI,gal ach sobana,gal ac
POI,sd ngino i,sd ngino i
POI,"rizqy bak, gem","rizqy bak, g"
POI,luminta busana,luminta busana
POI,kawasan industri,kawasan industri
POI,wijaya motor,wijaya motor
POI,thamadhiro residence,oyo 366 thamadhiro residence
POI,host comp dan cctv,"host comp dan cctv, bu"
POI,bursa sofa karap,bursa sofa
POI,jersey bola,jersey bola
POI,mitra abadi,mitra abadi
POI,majelis dzikir miftahul jan aman,majelis dzikir miftahul jan am
POI,sms shop premium plaza simpanglima ii,sms shop prem
POI,embung wonolopo,embung wonolopo
POI,samudra furni,"samudra furni, th"
POI,pondok karya agung,:pondok karya agun
POI,"cakra, 27","cakra, 27 c"
POI,toko sari,"toko sari, d"
POI,gedung kopi,gedung kopi
POI,raser worksh,"raser worksh, pan"
POI,arya laundry,arya laundry
POI,seven cell,seven cell
POI,bengkel sunda buana,bengkel sunda buana
POI,tpa nurul iman,tpa nurul iman
POI,"akb kur menj, jumapolo","akb kur menj, jumapolo"
POI,war tegal iny raya,war tegal iny raya 
POI,"pon kac raya, no 74 bank","pon kac raya, no "
POI,"ipit mahl,",ipit
POI,"han fantastic tour, band","han fantastic tour, b"
POI,wrin vii no,wrin vii 
POI,nasi goreng idola mang warto,nasi goreng idola mang warto
POI,gus durs,"gus durs, ir"
